Spot,Price,Delta,Gamma,Theta,Rho,Vega
40.500000,9.504504,-0.990993,0.000000,0.070629,-2.331944,1.845420
41.000000,9.009007,-0.971865,0.000000,0.141257,-4.663888,3.690841
41.500000,8.538018,-0.912451,-0.000000,0.211094,-6.594943,5.345203
42.000000,8.091536,-0.892964,-0.000000,0.280138,-8.125108,6.808508
42.500000,7.645054,-0.849116,8.769562,0.349183,-9.655274,8.271812
43.000000,7.242420,-0.805268,0.000000,0.421137,-10.787078,9.560110
43.500000,6.839786,-0.787697,0.000000,0.493092,-11.918882,10.848407
44.000000,6.457810,-0.740478,0.000000,0.563646,-12.877135,12.034601
44.500000,6.096491,-0.722638,0.000000,0.632799,-13.661835,13.118693
45.000000,5.735172,-0.683672,7.793190,0.701952,-14.446536,14.202784
45.500000,5.412819,-0.644706,0.000000,0.762768,-14.897924,15.036210
46.000000,5.090466,-0.628003,0.000000,0.823583,-15.349311,15.869636
46.500000,4.786407,-0.588448,0.000000,0.878565,-15.652614,16.570829
47.000000,4.500641,-0.571531,0.000000,0.927714,-15.807832,17.139789
47.500000,4.214876,-0.537438,6.818605,0.976862,-15.963050,17.708749
48.000000,3.963204,-0.503345,0.000000,1.013050,-15.880388,18.029654
48.500000,3.711531,-0.488091,0.000000,1.049237,-15.797726,18.350559
49.000000,3.475600,-0.455800,0.000000,1.078963,-15.627575,18.563319
49.500000,3.255410,-0.440380,-0.000000,1.102228,-15.369933,18.667935
50.000000,3.035219,-0.411584,5.759241,1.125494,-15.112292,18.772551
50.500000,2.843825,-0.383073,-0.000000,1.136663,-14.736212,18.697284
51.000000,2.652431,-0.369487,-0.000000,1.147833,-14.360132,18.622017
51.500000,2.474082,-0.344033,-0.000000,1.153598,-13.947945,18.474744
52.000000,2.308779,-0.329707,0.000000,1.153960,-13.499649,18.255466
52.500000,2.143475,-0.307188,4.683967,1.154321,-13.051353,18.036188
53.000000,2.001591,-0.285093,0.000000,1.145422,-12.566649,17.706210
53.500000,1.859707,-0.272669,0.000000,1.136524,-12.081945,17.376233
54.000000,1.728241,-0.253288,-0.000000,1.123832,-11.592403,17.005918
54.500000,1.607191,-0.240582,0.000000,1.107346,-11.098022,16.595266
55.000000,1.486141,-0.223725,3.674826,1.090860,-10.603642,16.184615
55.500000,1.383466,-0.207172,0.000000,1.068473,-10.118860,15.719743
56.000000,1.280790,-0.196455,0.000000,1.046086,-9.634078,15.254871
56.500000,1.186150,-0.182169,0.000000,1.021556,-9.160752,14.774272
57.000000,1.099545,-0.171497,0.000000,0.994882,-8.698882,14.277946
57.500000,1.012940,-0.159264,2.789093,0.968208,-8.237012,13.781620
58.000000,0.940281,-0.147242,0.000000,0.938727,-7.806687,13.272915
58.500000,0.867622,-0.138441,0.000000,0.909246,-7.376361,12.764209
59.000000,0.800968,-0.128219,-0.000000,0.879010,-6.964315,12.257055
59.500000,0.740319,-0.119657,0.000000,0.848021,-6.570547,11.751452
60.000000,0.679671,-0.111026,2.054243,0.817031,-6.176779,11.245850
60.500000,0.629293,-0.102537,0.000000,0.785631,-5.821844,10.755449
61.000000,0.578916,-0.095606,0.000000,0.754232,-5.466908,10.265048
61.500000,0.532901,-0.088483,-0.000000,0.723071,-5.131516,9.786752
62.000000,0.491248,-0.081880,0.000000,0.692150,-4.815667,9.320561
62.500000,0.449596,-0.075941,1.472899,0.661229,-4.499818,8.854371
63.000000,0.415308,-0.070096,0.000000,0.631474,-4.221873,8.418667
63.500000,0.381020,-0.064830,0.000000,0.601719,-3.943928,7.982964
64.000000,0.349821,-0.059983,-0.000000,0.572798,-3.683859,7.564472
64.500000,0.321713,-0.055058,-0.000000,0.544710,-3.441666,7.163194
65.000000,0.293604,-0.051061,1.031187,0.516622,-3.199472,6.761915
65.500000,0.270651,-0.047126,0.000000,0.490539,-2.990275,6.397062
66.000000,0.247698,-0.043247,0.000000,0.464455,-2.781078,6.032208
66.500000,0.226885,-0.040017,-0.000000,0.439473,-2.586842,5.685794
67.000000,0.208212,-0.036450,-0.000000,0.415592,-2.407565,5.357818
67.500000,0.189539,-0.033812,0.706901,0.391711,-2.228287,5.029842
68.000000,0.174400,-0.031213,-0.000000,0.370118,-2.075743,4.738005
68.500000,0.159261,-0.028432,0.000000,0.348524,-1.923198,4.446169
69.000000,0.145575,-0.026319,-0.000000,0.328072,-1.782445,4.171598
69.500000,0.133342,-0.023799,0.000000,0.308761,-1.653485,3.914294
70.000000,0.121109,-0.022088,0.475706,0.289449,-1.524525,3.656989
70.500000,0.111255,-0.020401,-0.000000,0.272349,-1.416147,3.432011
71.000000,0.101400,-0.018453,0.000000,0.255249,-1.307769,3.207033
71.500000,0.092515,-0.017092,0.000000,0.239195,-1.208286,2.996931
72.000000,0.084600,-0.015350,0.000000,0.224187,-1.117698,2.801704
72.500000,0.076684,-0.014256,0.314967,0.209179,-1.027109,2.606477
73.000000,0.070344,-0.013177,-0.000000,0.196112,-0.951767,2.438239
73.500000,0.064003,-0.011840,-0.000000,0.183046,-0.876425,2.270000
74.000000,0.058300,-0.010976,-0.000000,0.170866,-0.807567,2.113850
74.500000,0.053234,-0.009794,0.000000,0.159573,-0.745192,1.969788
75.000000,0.048168,-0.009104,0.205598,0.148280,-0.682817,1.825726
